search_number,shop_name,price,product_link
202338655.0,cazaar.co.uk,£42.99 £429.90/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=05fb58bdbf2e34a9755d22aacf1f71da&offerListId=202338655-9E10D78BF55893F92F5BCEDD54A318EB&pos=13&price=42.99&productid=202338655&sid=331015&type=offer
202338655.0,Luxplus.co.uk,£55.99 £559.90/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=3b50add5cef56491529a96cc20a33726&offerListId=202338655-9E10D78BF55893F92F5BCEDD54A318EB&pos=14&price=55.99&productid=202338655&sid=322970&type=offer
203805982.0,Perfumeclick.co.uk,£36.50 £405.56/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=b2d64694d8ce438955bc0ad161c7437c&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=1&price=36.50&productid=203805982&sid=69736&type=offer
203805982.0,allbeauty.com(UK),£43.99 £488.78/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=95b7a860a4b11582e96abadb7c2343ec&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=2&price=43.99&productid=203805982&sid=28942&type=offer
203805982.0,Fragrancedirect.co.uk,£47.95 £532.78/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=cac42106c6c675bcd624609ab7143833&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=3&price=47.95&productid=203805982&sid=21971&type=offer
203805982.0,notino.co.uk,£49.80 £553.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=55ba0b1970527b3393c81f45c0565687&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=4&price=49.80&productid=203805982&sid=307734&type=offer
203805982.0,Amazon-marketplace.co.uk,£55.45 £616.11/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=c1b67f3482761ce5614c521397645b5a&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=5&price=55.45&productid=203805982&sid=22828&type=offer
203805982.0,ebay.co.uk,£59.99 £666.56/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=c4264dabd92a8da347fa79cd3ea1244b&offerListId=203805982-66D58F71A6DB952641A2F02DA8A8A0EE&pos=6&price=59.99&productid=203805982&sid=22818&type=offer
4828819.0,cosmetify.com,£30.56 £152.80/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=1c5854a1c329bfcbc5dbd392bd450188&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=1&price=30.56&productid=4828819&sid=329503&type=offer
4828819.0,ebay.co.uk,£31.94 £159.70/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=a608c8ba053e7f31b157415d02932635&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=2&price=31.94&productid=4828819&sid=22818&type=offer
4828819.0,Tjhughes.co.uk,£32.00 £160.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=066b6d13c9dfc62b9ee31d11f7bfd5b5&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=3&price=32.00&productid=4828819&sid=28759&type=offer
4828819.0,onbuy.com,£32.95 £164.75/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=c50ae69509a00d44e3ba2405edd22e7f&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=4&price=32.95&productid=4828819&sid=316895&type=offer
4828819.0,allbeauty.com(UK),£34.95 £174.75/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=65a60d09eb10dfed7f0cad146a6ba3f0&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=5&price=34.95&productid=4828819&sid=28942&type=offer
4828819.0,Directcosmetics.com(UK),£35.99 £179.95/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=c9aec8434126c19db8efec8566e8a7d0&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=6&price=35.99&productid=4828819&sid=24317&type=offer
4828819.0,secretsales.com (UK),£38.00 £190.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=2b7247d9695670ef0ac7db6ed259155a&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=7&price=38.00&productid=4828819&sid=324015&type=offer
4828819.0,beautybase.com(UK),£40.00 £200.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=b845521d8bdbef6a47ec42d6bf652593&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=8&price=40.00&productid=4828819&sid=299115&type=offer
4828819.0,Amazon-marketplace.co.uk,£41.70 £208.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=b0ac704a7e9a348f1a88b7d7cf57dcda&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=9&price=41.70&productid=4828819&sid=22828&type=offer
4828819.0,gadcet.com(UK),£45.00 £225.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=ea0ad0f80b5fd3b7b082492a25fc3552&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=10&price=45.00&productid=4828819&sid=327398&type=offer
4828819.0,Luxplus.co.uk,£48.99 £244.95/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=71d171084358ca9899cdf7c4c5e3dc63&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=11&price=48.99&productid=4828819&sid=322970&type=offer
4828819.0,onbuy.com,£55.99 £279.95/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=73db22a38a5f610c6e03a9bcf830acc9&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=12&price=55.99&productid=4828819&sid=316895&type=offer
4828819.0,cazaar.co.uk,£106.43 £532.15/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=c70a7c9936a5f9f3de7b93fa8bcee62c&offerListId=4828819-E69F7478E33A298492F7EE746C869103&pos=13&price=106.43&productid=4828819&sid=331015&type=offer
201982844.0,ebay.co.uk,£62.78 £627.80/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=141ca993019a9536eea8cb08e151e832&offerListId=201982844-781B9D181141F63E42539F34C29071AE&pos=1&price=62.78&productid=201982844&sid=22818&type=offer
201982844.0,cazaar.co.uk,£75.25 £752.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=e56bb77ac1fbbbbdb1eb748f3bff1a82&offerListId=201982844-781B9D181141F63E42539F34C29071AE&pos=2&price=75.25&productid=201982844&sid=331015&type=offer
201434467.0,onbuy.com,£35.51 £591.83/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=870570fe42e8ebbb3ab0f178f8590db5&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=1&price=35.51&productid=201434467&sid=316895&type=offer
201434467.0,Clearchemist.co.uk,£38.60 £643.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=a41f18443176748e4a52443e31eee696&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=2&price=38.60&productid=201434467&sid=289670&type=offer
201434467.0,ebay.co.uk,£41.58 £693.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=d3b3c7681baba8fbdb4e74796cf6b441&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=3&price=41.58&productid=201434467&sid=22818&type=offer
201434467.0,Perfumeclick.co.uk,£45.40 £756.67/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=cbfdf25cc52f04d15fe4f6cf06866f08&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=4&price=45.40&productid=201434467&sid=69736&type=offer
201434467.0,Therange.co.uk,£45.58 £759.67/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=e18859e638726a254e12d8b6f068239e&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=5&price=45.58&productid=201434467&sid=288194&type=offer
201434467.0,secretsales.com (UK),£48.27 £804.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=ce21103dd63e9511f34e55e7be7d36f7&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=6&price=48.27&productid=201434467&sid=324015&type=offer
201434467.0,notino.co.uk,£54.50 £908.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=e2b42fec71e1d1a1e72d8149ec3c73f9&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=7&price=54.50&productid=201434467&sid=307734&type=offer
201434467.0,Tjhughes.co.uk,£57.00 £950.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=f0e535c0c128071b84e3c9970f8d245a&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=8&price=57.00&productid=201434467&sid=28759&type=offer
201434467.0,N/A,£66.08 £1,101.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=4be68c02f65a5a1d9fc14b9c9259bd74&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=9&price=66.08&productid=201434467&sid=307734&type=offer
201434467.0,cazaar.co.uk,£75.25 £1,254.17/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=572d441da386160e9ff258817fd8b965&offerListId=201434467-B4906D90BAE6CAEDF0C274072D8C4624&pos=10&price=75.25&productid=201434467&sid=331015&type=offer
202160557.0,ebay.co.uk,£45.32 £453.20/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=2142d0073d50633a462ada9f7215880f&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=1&price=45.32&productid=202160557&sid=22818&type=offer
202160557.0,secretsales.com (UK),£49.70 £497.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=bb18fc9473f856be31e73c69f9735b2b&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=2&price=49.70&productid=202160557&sid=324015&type=offer
202160557.0,Therange.co.uk,£52.09 £520.90/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=d4d7eb95482d671f2908c6e9c40908a0&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=3&price=52.09&productid=202160557&sid=288194&type=offer
202160557.0,cosmetify.com,£52.55 £525.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=205e71d88ffb3bc5dc31a69c7d9ed322&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=4&price=52.55&productid=202160557&sid=329503&type=offer
202160557.0,onbuy.com,£63.09 £630.90/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=55985bee36ba58f2b2b2f7769e7e7d4b&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=5&price=63.09&productid=202160557&sid=316895&type=offer
202160557.0,N/A,£64.64 £646.40/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=b4be0eb037a831c304cc49306a3e33a6&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=6&price=64.64&productid=202160557&sid=307734&type=offer
202160557.0,Clearchemist.co.uk,£72.85 £728.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=3ad292aeed75d3f4955f3d64a784ab24&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=7&price=72.85&productid=202160557&sid=289670&type=offer
202160557.0,Tjhughes.co.uk,£74.00 £740.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=b98dc5dd533b87648bb2f9bde37de8c2&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=8&price=74.00&productid=202160557&sid=28759&type=offer
202160557.0,cazaar.co.uk,£103.20 £1,032.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=20a25745c5ab1237933d2bf2eda2cdd7&offerListId=202160557-0E759BBAD406CB77A6D0A5DF3897D8DE&pos=9&price=103.20&productid=202160557&sid=331015&type=offer
202052125.0,ebay.co.uk,£37.56 £626.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=5744af8b2aa0273199c42725981416e9&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=1&price=37.56&productid=202052125&sid=22818&type=offer
202052125.0,Perfumeclick.co.uk,£40.70 £678.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=e7de586cfcacd7095ceaf6b0af655b39&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=2&price=40.70&productid=202052125&sid=69736&type=offer
202052125.0,secretsales.com (UK),£42.12 £702.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=c6439339070f6474dc900a5f495f4fef&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=3&price=42.12&productid=202052125&sid=324015&type=offer
202052125.0,cosmetify.com,£42.74 £712.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=cb7a7aa8b66b33826dfb6fd4d5200285&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=4&price=42.74&productid=202052125&sid=329503&type=offer
202052125.0,cosmetify.com,£43.99 £733.17/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=79da643c419f443839025a800c7c51da&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=5&price=43.99&productid=202052125&sid=329503&type=offer
202052125.0,perfumedirect.com,£43.99 £733.17/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=1c32364b597bad95180b775ca97c47bd&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=6&price=43.99&productid=202052125&sid=318630&type=offer
202052125.0,onbuy.com,£45.38 £756.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=0f24b1f7cc3de2a7542e77b56b9a1c05&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=7&price=45.38&productid=202052125&sid=316895&type=offer
202052125.0,N/A,£50.48 £841.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=a56fd588fdcaf3c28c540fece1f36b13&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=8&price=50.48&productid=202052125&sid=307734&type=offer
202052125.0,Tjhughes.co.uk,£52.00 £866.67/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=8f0d164c2e310cf98a040395e8d93fa4&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=9&price=52.00&productid=202052125&sid=28759&type=offer
202052125.0,Clearchemist.co.uk,£59.17 £986.17/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=a57068747b3045325c94d09a7a77a73d&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=10&price=59.17&productid=202052125&sid=289670&type=offer
202052125.0,Luxplus.co.uk,£59.25 £987.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=933d5dc2173d82331557ab0c0074fdc5&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=11&price=59.25&productid=202052125&sid=322970&type=offer
202052125.0,Amazon-marketplace.co.uk,£59.99 £999.83/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=bf297fcb80d5778096de1185d20007ee&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=12&price=59.99&productid=202052125&sid=22828&type=offer
202052125.0,cazaar.co.uk,£61.28 £1,021.33/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=394ff5f43100584e29e0ede0aa88eed4&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=13&price=61.28&productid=202052125&sid=331015&type=offer
202052125.0,amazon.co.uk,£63.97 £1,066.17/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=05ad101eca795fe4eb69d922060ea552&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=14&price=63.97&productid=202052125&sid=12004&type=offer
202052125.0,unineed.com,£66.99 £1,116.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=8694&offerKey=3090c331917aa9a015bae5396b430560&offerListId=202052125-BB9CF3C8F586196886A2AB6F17A8CB5C&pos=15&price=66.99&productid=202052125&sid=314440&type=offer
201400023.0,cosmetify.com,£9.99 £999.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=13b52e9c89302ff2b0a94be49d1a4b3e&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=1&price=9.99&productid=201400023&sid=329503&type=offer
201400023.0,argos.co.uk,£10.50 £1,050.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=eec798d09b1451a3ace14f2d33a8ab8e&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=2&price=10.50&productid=201400023&sid=320560&type=offer
201400023.0,onbuy.com,£10.99 £1,099.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=90f54beb8b386ad8456de146292c9f64&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=3&price=10.99&productid=201400023&sid=316895&type=offer
201400023.0,unineed.com,£11.99 £1,199.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=c2596b2710c6fb3f590e8d48f9ff8dc2&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=4&price=11.99&productid=201400023&sid=314440&type=offer
201400023.0,ebay.co.uk,£12.67 £1,267.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=a79e94a1d88a2b04500b5cb8cf82ce8c&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=5&price=12.67&productid=201400023&sid=22818&type=offer
201400023.0,groupon.co.uk,£15.50 £1,550.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=d7c9b261608c68d18b8a18634cfe68e3&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=6&price=15.50&productid=201400023&sid=313205&type=offer
201400023.0,secretsales.com (UK),£16.80 £1,680.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=e274a8477b3d1785cdc118707659cdf6&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=7&price=16.80&productid=201400023&sid=324015&type=offer
201400023.0,Tjhughes.co.uk,£17.00 £1,700.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=16252&offerKey=7e92411bc5601f0c40ae28970cb296c3&offerListId=201400023-50C2A8621BE1DEADFF5927F511F0DEFD&pos=8&price=17.00&productid=201400023&sid=28759&type=offer
5577660.0,perfumeuk.co.uk,£69.00 £690.00/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=5f7c82b55fe84e475797423f371de27b&offerListId=5577660-E42E8AD87C60A3E83259E3FFC85F3975&pos=1&price=69.00&productid=5577660&sid=323991&type=offer
5577660.0,Perfumeclick.co.uk,£69.15 £691.50/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=2a89f55bc30b9b3745ad12746832e302&offerListId=5577660-E42E8AD87C60A3E83259E3FFC85F3975&pos=2&price=69.15&productid=5577660&sid=69736&type=offer
5577660.0,cosmetify.com,£72.61 £726.10/L,https://www.idealo.co.uk/relocator/relocate?categoryId=3972&offerKey=cba7658dd7b7d589e6f0a3053f6e4363&offerListId=5577660-E42E8AD87C60A3E83259E3FFC85F3975&pos=3&price=72.61&productid=5577660&sid=329503&type=offer
